YY;MM;OD;PAX
2010;5;EWRLAX;67199
2010;5;EWRMCO;108787
2010;5;EWRORD;112249
2010;5;EWRSFO;69845
2010;5;FLLLGA;130367
2010;5;HNLITO;99676
2010;5;HNLKOA;96105
2010;5;HNLLAX;165745
2010;5;HNLLIH;123631
2010;5;HNLOGG;163746
2010;5;IADLAX;120516
2010;5;IADSFO;101996
2010;5;IAHLAX;88684
2010;5;IAHORD;89637
2010;5;JFKLAX;240355
2010;5;JFKMCO;98696
2010;5;JFKSFO;179692
2010;5;JFKSJU;88743
2010;5;LASLAX;157243
2010;5;LASORD;104142
2010;5;LASPHX;137046
2010;5;LASSEA;96312
2010;5;LASSFO;154339
2010;5;LAXMIA;76958
2010;5;LAXORD;187232
2010;5;LAXPHX;115163
2010;5;LAXSEA;119710
2010;5;LAXSFO;234019
2010;5;LAXSJC;74076
2010;5;LGAMIA;100520
2010;5;LGAORD;199771
2010;5;MCOPHL;121598
2010;5;MSPORD;139036
2010;5;MSPPHX;82846
2010;5;ORDPHL;119408
2010;5;ORDPHX;111649
2010;5;ORDSEA;116695
2010;5;ORDSFO;175163
2010;5;PHXSAN;99952
2010;5;PHXSEA;94999
2010;5;PHXSLC;91601
2010;5;SANSFO;118119
2010;5;SEASFO;109639
2010;6;ANCSEA;125802
2010;6;ATLBOS;136801
2010;6;ATLBWI;123965
2010;6;ATLCLT;129565
2010;6;ATLDCA;149236
2010;6;ATLDEN;140630
2010;6;ATLDFW;194519
2010;6;ATLDTW;112269
2010;6;ATLFLL;186584
2010;6;ATLJAX;123206
2010;6;ATLLAS;126053
2010;6;ATLLAX;163637
2010;6;ATLLGA;197266
2010;6;ATLMCO;225241
2010;6;ATLMIA;129915
2010;6;ATLMSP;123977
2010;6;ATLMSY;91169
2010;6;ATLORD;107971
2010;6;ATLPBI;86989
2010;6;ATLPHL;135159
2010;6;ATLPHX;98619
2010;6;ATLRDU;107907
2010;6;ATLRSW;81878
2010;6;ATLSFO;114885
2010;6;ATLTPA;157677
2010;6;AUSDFW;101244
2010;6;BOSCLT;86231
2010;6;BOSDCA;73904
2010;6;BOSORD;146583
2010;6;BOSPHL;65318
2010;6;BOSSFO;93308
2010;6;CLTDFW;97675
2010;6;CLTLGA;77499
2010;6;CLTMCO;74107
2010;6;CLTORD;98900
2010;6;DALHOU;97332
2010;6;DCAORD;138070
2010;6;DENDFW;135332
2010;6;DENIAH;109883
2010;6;DENLAS;151989
2010;6;DENLAX;170348
2010;6;DENMSP;137181
2010;6;DENORD;141287
2010;6;DENPHX;142793
2010;6;DENSAN;101137
2010;6;DENSEA;134406
2010;6;DENSFO;140905
2010;6;DENSLC;126850
2010;6;DFWLAS;105910
2010;6;DFWLAX;157573
2010;6;DFWLGA;105293
2010;6;DFWMIA;99376
2010;6;DFWORD;161842
2010;6;DFWPHX;99765
2010;6;DFWSAT;103572
2010;6;DFWSFO;86592
2010;6;DTWMCO;82254
2010;6;EWRLAX;75901
2010;6;EWRMCO;103050
2010;6;EWRORD;123527
2010;6;EWRSFO;77447
2010;6;FLLLGA;109912
2010;6;HNLITO;101655
2010;6;HNLKOA;103943
2010;6;HNLLAX;186993
2010;6;HNLLIH;132602
2010;6;HNLOGG;173554
2010;6;IADLAX;125634
2010;6;IADSFO;106380
2010;6;IAHLAX;109519
2010;6;IAHORD;97095
2010;6;JFKLAX;246287
2010;6;JFKMCO;97387
2010;6;JFKSFO;183565
2010;6;JFKSJU;97698
2010;6;LASLAX;150360
2010;6;LASORD;96645
2010;6;LASPHX;119885
2010;6;LASSEA;94112
2010;6;LASSFO;152294
2010;6;LAXMIA;75671
2010;6;LAXORD;197799
2010;6;LAXPHX;110638
2010;6;LAXSEA;133792
2010;6;LAXSFO;257839
2010;6;LAXSJC;76461
2010;6;LGAMIA;92817
2010;6;LGAORD;230534
2010;6;MCOPHL;115670
2010;6;MSPORD;139936
2010;6;MSPPHX;81501
2010;6;ORDPHL;124467
2010;6;ORDPHX;102371
2010;6;ORDSEA;123170
2010;6;ORDSFO;176880
2010;6;PHXSAN;102123
2010;6;PHXSEA;92594
2010;6;PHXSLC;97382
2010;6;SANSFO;120277
2010;6;SEASFO;121777
2010;7;ANCSEA;139991
2010;7;ATLBOS;137826
2010;7;ATLBWI;124926
2010;7;ATLCLT;141985
2010;7;ATLDCA;153819
2010;7;ATLDEN;145733
2010;7;ATLDFW;199092
2010;7;ATLDTW;119018
2010;7;ATLFLL;190272
2010;7;ATLJAX;121173
2010;7;ATLLAS;130975
2010;7;ATLLAX;169139
2010;7;ATLLGA;214019
2010;7;ATLMCO;229408
2010;7;ATLMIA;126405
2010;7;ATLMSP;125468
2010;7;ATLMSY;90755
2010;7;ATLORD;109985
2010;7;ATLPBI;86954
2010;7;ATLPHL;140263
2010;7;ATLPHX;100636
2010;7;ATLRDU;111441
2010;7;ATLRSW;81042
2010;7;ATLSFO;120323
2010;7;ATLTPA;157070
2010;7;AUSDFW;102129
2010;7;BOSCLT;95748
2010;7;BOSDCA;77744
2010;7;BOSORD;160981
2010;7;BOSPHL;93425
2010;7;BOSSFO;96983
2010;7;CLTDFW;98605
2010;7;CLTLGA;78984
2010;7;CLTMCO;72465
2010;7;CLTORD;99861
2010;7;DALHOU;91402
2010;7;DCAORD;130578
2010;7;DENDFW;143021
2010;7;DENIAH;116372
2010;7;DENLAS;151718
2010;7;DENLAX;184184
2010;7;DENMSP;150746
2010;7;DENORD;154832
2010;7;DENPHX;139965
2010;7;DENSAN;112107
2010;7;DENSEA;148070
2010;7;DENSFO;144558
2010;7;DENSLC;129002
2010;7;DFWLAS;106030
2010;7;DFWLAX;167320
2010;7;DFWLGA;104621
2010;7;DFWMIA;100055
2010;7;DFWORD;172378
2010;7;DFWPHX;97216
2010;7;DFWSAT;100913
2010;7;DFWSFO;90470
2010;7;DTWMCO;87816
2010;7;EWRLAX;82179
2010;7;EWRMCO;128810
2010;7;EWRORD;122562
2010;7;EWRSFO;81499
2010;7;FLLLGA;128476
2010;7;HNLITO;109218
2010;7;HNLKOA;117156
2010;7;HNLLAX;208486
2010;7;HNLLIH;148807
2010;7;HNLOGG;190074
2010;7;IADLAX;127869
2010;7;IADSFO;107601
2010;7;IAHLAX;120470
2010;7;IAHORD;101200
2010;7;JFKLAX;266975
2010;7;JFKMCO;119604
2010;7;JFKSFO;188546
2010;7;JFKSJU;108783
2010;7;LASLAX;151956
2010;7;LASORD;98027
2010;7;LASPHX;115046
2010;7;LASSEA;96699
2010;7;LASSFO;149575
2010;7;LAXMIA;73862
2010;7;LAXORD;201204
2010;7;LAXPHX;118091
2010;7;LAXSEA;143821
2010;7;LAXSFO;262265
2010;7;LAXSJC;74983
2010;7;LGAMIA;101220
2010;7;LGAORD;240187
2010;7;MCOPHL;126065
2010;7;MSPORD;142281
2010;7;MSPPHX;78877
2010;7;ORDPHL;123329
2010;7;ORDPHX;101855
2010;7;ORDSEA;134374
2010;7;ORDSFO;178649
2010;7;PHXSAN;115544
2010;7;PHXSEA;100286
2010;7;PHXSLC;97461
2010;7;SANSFO;128252
2010;7;SEASFO;126334
2010;8;ANCSEA;126288
2010;8;ATLBOS;143183
2010;8;ATLBWI;121079
2010;8;ATLCLT;133576
2010;8;ATLDCA;146721
2010;8;ATLDEN;135378
2010;8;ATLDFW;180787
2010;8;ATLDTW;118685
2010;8;ATLFLL;178395
2010;8;ATLJAX;113844
2010;8;ATLLAS;127105
2010;8;ATLLAX;169572
2010;8;ATLLGA;224102
2010;8;ATLMCO;215973
2010;8;ATLMIA;119415
2010;8;ATLMSP;121581
2010;8;ATLMSY;77002
2010;8;ATLORD;107277
2010;8;ATLPBI;81898
2010;8;ATLPHL;143064
2010;8;ATLPHX;90160
2010;8;ATLRDU;104518
2010;8;ATLRSW;71128
2010;8;ATLSFO;118081
2010;8;ATLTPA;152664
2010;8;AUSDFW;94838
2010;8;BOSCLT;95845
2010;8;BOSDCA;87097
2010;8;BOSORD;165393
2010;8;BOSPHL;101090
2010;8;BOSSFO;98949
2010;8;CLTDFW;95285
2010;8;CLTLGA;86532
2010;8;CLTMCO;76297
2010;8;CLTORD;97576
2010;8;DALHOU;90475
2010;8;DCAORD;128159
2010;8;DENDFW;137113
2010;8;DENIAH;108906
2010;8;DENLAS;151156
2010;8;DENLAX;183232
2010;8;DENMSP;147085
2010;8;DENORD;150543
2010;8;DENPHX;127973
2010;8;DENSAN;111019
2010;8;DENSEA;146257
2010;8;DENSFO;148532
2010;8;DENSLC;127704
2010;8;DFWLAS;102109
2010;8;DFWLAX;164349
2010;8;DFWLGA;107472
2010;8;DFWMIA;90919
2010;8;DFWORD;163357
2010;8;DFWPHX;85402
2010;8;DFWSAT;93069
2010;8;DFWSFO;88205
2010;8;DTWMCO;88967
2010;8;EWRLAX;82087
2010;8;EWRMCO;127214
2010;8;EWRORD;126561
2010;8;EWRSFO;83689
2010;8;FLLLGA;136173
2010;8;HNLITO;101623
2010;8;HNLKOA;113934
2010;8;HNLLAX;210774
2010;8;HNLLIH;137107
2010;8;HNLOGG;180353
2010;8;IADLAX;127374
2010;8;IADSFO;119996
2010;8;IAHLAX;112205
2010;8;IAHORD;97480
2010;8;JFKLAX;273143
2010;8;JFKMCO;119920
2010;8;JFKSFO;188402
2010;8;JFKSJU;104348
2010;8;LASLAX;161360
2010;8;LASORD;100924
2010;8;LASPHX;116223
2010;8;LASSEA;100202
2010;8;LASSFO;153450
2010;8;LAXMIA;70855
2010;8;LAXORD;203112
2010;8;LAXPHX;112799
2010;8;LAXSEA;146927
2010;8;LAXSFO;268678
2010;8;LAXSJC;75001
2010;8;LGAMIA;102410
2010;8;LGAORD;251506
2010;8;MCOPHL;129862
2010;8;MSPORD;142151
2010;8;MSPPHX;79120
2010;8;ORDPHL;128472
2010;8;ORDPHX;96276
2010;8;ORDSEA;131212
2010;8;ORDSFO;176382
2010;8;PHXSAN;109247
2010;8;PHXSEA;95316
2010;8;PHXSLC;92892
2010;8;SANSFO;133679
2010;8;SEASFO;133022
2010;9;ANCSEA;115012
2010;9;ATLBOS;124334
2010;9;ATLBWI;107747
2010;9;ATLCLT;124244
2010;9;ATLDCA;134931
2010;9;ATLDEN;119986
2010;9;ATLDFW;167141
2010;9;ATLDTW;103468
2010;9;ATLFLL;166871
2010;9;ATLJAX;108312
2010;9;ATLLAS;121589
2010;9;ATLLAX;152648
2010;9;ATLLGA;190172
2010;9;ATLMCO;204701
2010;9;ATLMIA;111080
2010;9;ATLMSP;112134
2010;9;ATLMSY;85318
2010;9;ATLORD;107734
2010;9;ATLPBI;77558
2010;9;ATLPHL;130436
2010;9;ATLPHX;83099
2010;9;ATLRDU;101703
2010;9;ATLRSW;70769
2010;9;ATLSFO;99270
2010;9;ATLTPA;148865
2010;9;AUSDFW;90757
2010;9;BOSCLT;83300
2010;9;BOSDCA;80714
2010;9;BOSORD;141229
2010;9;BOSPHL;94496
2010;9;BOSSFO;88762
2010;9;CLTDFW;88756
2010;9;CLTLGA;91994
2010;9;CLTMCO;70410
2010;9;CLTORD;88360
2010;9;DALHOU;90640
2010;9;DCAORD;127568
2010;9;DENDFW;121711
2010;9;DENIAH;91219
2010;9;DENLAS;147259
2010;9;DENLAX;147583
2010;9;DENMSP;123894
2010;9;DENORD;129424
2010;9;DENPHX;136676
2010;9;DENSAN;96493
2010;9;DENSEA;124995
2010;9;DENSFO;133403
2010;9;DENSLC;114347
2010;9;DFWLAS;97078
2010;9;DFWLAX;139586
2010;9;DFWLGA;92992
2010;9;DFWMIA;77072
2010;9;DFWORD;152581
2010;9;DFWPHX;84621
2010;9;DFWSAT;88500
2010;9;DFWSFO;83618
2010;9;DTWMCO;70272
2010;9;EWRLAX;64055
2010;9;EWRMCO;92132
2010;9;EWRORD;109924
2010;9;EWRSFO;73350
2010;9;FLLLGA;114043
2010;9;HNLITO;88953
2010;9;HNLKOA;93297
2010;9;HNLLAX;156044
2010;9;HNLLIH;114597
2010;9;HNLOGG;149216
2010;9;IADLAX;107646
2010;9;IADSFO;104765
2010;9;IAHLAX;79493
2010;9;IAHORD;90003
2010;9;JFKLAX;250908
2010;9;JFKMCO;95823
2010;9;JFKSFO;173456
2010;9;JFKSJU;72293
2010;9;LASLAX;150112
2010;9;LASORD;102618
2010;9;LASPHX;120357
2010;9;LASSEA;92263
2010;9;LASSFO;146109
2010;9;LAXMIA;57904
2010;9;LAXORD;180283
2010;9;LAXPHX;96290
2010;9;LAXSEA;122911
2010;9;LAXSFO;255749
2010;9;LAXSJC;78759
2010;9;LGAMIA;77080
2010;9;LGAORD;229069
2010;9;MCOPHL;93733
2010;9;MSPORD;130359
2010;9;MSPPHX;84539
2010;9;ORDPHL;116947
2010;9;ORDPHX;92761
2010;9;ORDSEA;110245
2010;9;ORDSFO;157067
2010;9;PHXSAN;100927
2010;9;PHXSEA;86828
2010;9;PHXSLC;83249
2010;9;SANSFO;123725
2010;9;SEASFO;120489
2010;10;ANCSEA;108067
2010;10;ATLBOS;134844
2010;10;ATLBWI;119572
2010;10;ATLCLT;127019
2010;10;ATLDCA;149968
2010;10;ATLDEN;123723
2010;10;ATLDFW;189276
2010;10;ATLDTW;115571
2010;10;ATLFLL;191365
2010;10;ATLJAX;121876
2010;10;ATLLAS;133435
2010;10;ATLLAX;160296
2010;10;ATLLGA;199315
2010;10;ATLMCO;231717
2010;10;ATLMIA;114972
2010;10;ATLMSP;121401
2010;10;ATLMSY;110482
2010;10;ATLORD;119429
2010;10;ATLPBI;94079
2010;10;ATLPHL;141224
2010;10;ATLPHX;93702
2010;10;ATLRDU;113347
2010;10;ATLRSW;90771
2010;10;ATLSFO;99756
2010;10;ATLTPA;166503
2010;10;AUSDFW;100160
2010;10;BOSCLT;85415
2010;10;BOSDCA;98763
2010;10;BOSORD;153640
2010;10;BOSPHL;107213
2010;10;BOSSFO;96751
2010;10;CLTDFW;96035
2010;10;CLTLGA;95936
2010;10;CLTMCO;85464
2010;10;CLTORD;97019
2010;10;DALHOU;100758
2010;10;DCAORD;140902
2010;10;DENDFW;125659
2010;10;DENIAH;95195
2010;10;DENLAS;159921
2010;10;DENLAX;160778
2010;10;DENMSP;122929
2010;10;DENORD;130853
2010;10;DENPHX;155733
2010;10;DENSAN;101932
2010;10;DENSEA;114022
2010;10;DENSFO;141168
2010;10;DENSLC;115322
2010;10;DFWLAS;108858
2010;10;DFWLAX;149080
2010;10;DFWLGA;98367
2010;10;DFWMIA;87684
2010;10;DFWORD;163142
2010;10;DFWPHX;95769
2010;10;DFWSAT;101594
2010;10;DFWSFO;94726
2010;10;DTWMCO;87989
2010;10;EWRLAX;67672
2010;10;EWRMCO;108945
2010;10;EWRORD;112589
2010;10;EWRSFO;75683
2010;10;FLLLGA;122630
2010;10;HNLITO;93977
2010;10;HNLKOA;106776
2010;10;HNLLAX;165768
2010;10;HNLLIH;124302
2010;10;HNLOGG;158850
2010;10;IADLAX;117973
2010;10;IADSFO;112361
2010;10;IAHLAX;85537
2010;10;IAHORD;97886
2010;10;JFKLAX;260241
2010;10;JFKMCO;106853
2010;10;JFKSFO;179941
2010;10;JFKSJU;74256
2010;10;LASLAX;162172
2010;10;LASORD;109139
2010;10;LASPHX;134467
2010;10;LASSEA;85298
2010;10;LASSFO;156263
2010;10;LAXMIA;64870
2010;10;LAXORD;193470
2010;10;LAXPHX;105490
2010;10;LAXSEA;116609
2010;10;LAXSFO;291725
2010;10;LAXSJC;86585
2010;10;LGAMIA;84693
2010;10;LGAORD;239125
2010;10;MCOPHL;118994
2010;10;MSPORD;132529
2010;10;MSPPHX;95113
2010;10;ORDPHL;124740
2010;10;ORDPHX;105821
2010;10;ORDSEA;108460
2010;10;ORDSFO;166265
2010;10;PHXSAN;107128
2010;10;PHXSEA;88430
2010;10;PHXSLC;92306
2010;10;SANSFO;131261
2010;10;SEASFO;114443
2010;11;ANCSEA;100446
2010;11;ATLBOS;118058
2010;11;ATLBWI;116272
2010;11;ATLCLT;120140
2010;11;ATLDCA;134442
2010;11;ATLDEN;108753
2010;11;ATLDFW;177171
2010;11;ATLDTW;108006
2010;11;ATLFLL;190670
2010;11;ATLJAX;118586
2010;11;ATLLAS;115151
2010;11;ATLLAX;149857
2010;11;ATLLGA;194031
2010;11;ATLMCO;211257
2010;11;ATLMIA;112270
2010;11;ATLMSP;112873
2010;11;ATLMSY;102967
2010;11;ATLORD;110230
2010;11;ATLPBI;98952
2010;11;ATLPHL;137684
2010;11;ATLPHX;92495
2010;11;ATLRDU;103353
2010;11;ATLRSW;86082
2010;11;ATLSFO;82991
2010;11;ATLTPA;154523
2010;11;AUSDFW;96797
2010;11;BOSCLT;77139
2010;11;BOSDCA;117050
2010;11;BOSORD;127297
2010;11;BOSPHL;93738
2010;11;BOSSFO;80571
2010;11;CLTDFW;91835
2010;11;CLTLGA;95318
2010;11;CLTMCO;76920
2010;11;CLTORD;87869
2010;11;DALHOU;92290
2010;11;DCAORD;123227
2010;11;DENDFW;111426
2010;11;DENIAH;84435
2010;11;DENLAS;136082
2010;11;DENLAX;153400
2010;11;DENMSP;107411
2010;11;DENORD;113080
2010;11;DENPHX;156379
2010;11;DENSAN;94098
2010;11;DENSEA;110797
2010;11;DENSFO;129440
2010;11;DENSLC;101205
2010;11;DFWLAS;96093
2010;11;DFWLAX;140095
2010;11;DFWLGA;94615
2010;11;DFWMIA;89045
2010;11;DFWORD;146476
2010;11;DFWPHX;96845
2010;11;DFWSAT;97725
2010;11;DFWSFO;83080
2010;11;DTWMCO;89088
2010;11;EWRLAX;64931
2010;11;EWRMCO;110291
2010;11;EWRORD;98837
2010;11;EWRSFO;65285
2010;11;FLLLGA;131324
2010;11;HNLITO;90928
2010;11;HNLKOA;109576
2010;11;HNLLAX;148057
2010;11;HNLLIH;115653
2010;11;HNLOGG;153174
2010;11;IADLAX;115376
2010;11;IADSFO;96883
2010;11;IAHLAX;82739
2010;11;IAHORD;95532
2010;11;JFKLAX;248280
2010;11;JFKMCO;115738
2010;11;JFKSFO;162809
2010;11;JFKSJU;77990
2010;11;LASLAX;148643
2010;11;LASORD;90236
2010;11;LASPHX;122380
2010;11;LASSEA;82823
2010;11;LASSFO;146150
2010;11;LAXMIA;71024
2010;11;LAXORD;168154
2010;11;LAXPHX;103849
2010;11;LAXSEA;118028
2010;11;LAXSFO;274289
2010;11;LAXSJC;79289
2010;11;LGAMIA;88563
2010;11;LGAORD;226379
2010;11;MCOPHL;123538
2010;11;MSPORD;115374
2010;11;MSPPHX;93237
2010;11;ORDPHL;116988
2010;11;ORDPHX;103399
2010;11;ORDSEA;97910
2010;11;ORDSFO;147813
2010;11;PHXSAN;102498
2010;11;PHXSEA;91043
2010;11;PHXSLC;89871
2010;11;SANSFO;132748
2010;11;SEASFO;114565
2010;12;ANCSEA;110803
2010;12;ATLBOS;108094
2010;12;ATLBWI;109493
2010;12;ATLCLT;121520
2010;12;ATLDCA;126298
2010;12;ATLDEN;115749
2010;12;ATLDFW;176315
2010;12;ATLDTW;111718
2010;12;ATLFLL;195786
2010;12;ATLJAX;113976
2010;12;ATLLAS;108956
2010;12;ATLLAX;155318
2010;12;ATLLGA;184303
2010;12;ATLMCO;212964
2010;12;ATLMIA;113373
2010;12;ATLMSP;113641
2010;12;ATLMSY;86073
2010;12;ATLORD;102612
2010;12;ATLPBI;94903
2010;12;ATLPHL;124078
2010;12;ATLPHX;89687
2010;12;ATLRDU;97188
2010;12;ATLRSW;79979
2010;12;ATLSFO;83553
2010;12;ATLTPA;149024
2010;12;AUSDFW;97353
2010;12;BOSCLT;77070
2010;12;BOSDCA;90884
2010;12;BOSORD;108815
2010;12;BOSPHL;78340
2010;12;BOSSFO;73011
2010;12;CLTDFW;90503
2010;12;CLTLGA;93764
2010;12;CLTMCO;80573
2010;12;CLTORD;83963
2010;12;DALHOU;88337
2010;12;DCAORD;102127
2010;12;DENDFW;122340
2010;12;DENIAH;93576
2010;12;DENLAS;129903
2010;12;DENLAX;161644
2010;12;DENMSP;112740
2010;12;DENORD;112609
2010;12;DENPHX;156630
2010;12;DENSAN;89103
2010;12;DENSEA;115408
2010;12;DENSFO;125209
2010;12;DENSLC;107912
2010;12;DFWLAS;94408
2010;12;DFWLAX;161033
2010;12;DFWLGA;92867
2010;12;DFWMIA;96654
2010;12;DFWORD;141380
2010;12;DFWPHX;104415
2010;12;DFWSAT;95747
2010;12;DFWSFO;92063
2010;12;DTWMCO;96778
2010;12;EWRLAX;66910
2010;12;EWRMCO;99866
2010;12;EWRORD;79603
2010;12;EWRSFO;66273
2010;12;FLLLGA;124365
2010;12;HNLITO;99415
2010;12;HNLKOA;107458
2010;12;HNLLAX;162865
2010;12;HNLLIH;115562
2010;12;HNLOGG;157824
2010;12;IADLAX;114875
2010;12;IADSFO;95319
2010;12;IAHLAX;103114
2010;12;IAHORD;99921
2010;12;JFKLAX;247109
2010;12;JFKMCO;116922
2010;12;JFKSFO;158677
2010;12;JFKSJU;87550
2010;12;LASLAX;141257
2010;12;LASORD;76143
2010;12;LASPHX;118495
2010;12;LASSEA;89030
2010;12;LASSFO;134311
2010;12;LAXMIA;78254
2010;12;LAXORD;163479
2010;12;LAXPHX;110471
2010;12;LAXSEA;122935
2010;12;LAXSFO;265943
2010;12;LAXSJC;79046
2010;12;LGAMIA;91181
2010;12;LGAORD;195987
2010;12;MCOPHL;122492
2010;12;MSPORD;107163
2010;12;MSPPHX;99183
2010;12;ORDPHL;101889
2010;12;ORDPHX;94278
2010;12;ORDSEA;100762
2010;12;ORDSFO;142677
2010;12;PHXSAN;104755
2010;12;PHXSEA;101898
2010;12;PHXSLC;96487
2010;12;SANSFO;122261
2010;12;SEASFO;123834
2011;1;ANCSEA;93683
2011;1;ATLBOS;92278
2011;1;ATLBWI;85889
2011;1;ATLCLT;105048
2011;1;ATLDCA;106475
2011;1;ATLDEN;105264
2011;1;ATLDFW;151273
2011;1;ATLDTW;92441
2011;1;ATLFLL;186071
2011;1;ATLJAX;92473
2011;1;ATLLAS;108669
2011;1;ATLLAX;137709
2011;1;ATLLGA;141568
2011;1;ATLMCO;193730
2011;1;ATLMIA;103414
2011;1;ATLMSP;116164
2011;1;ATLMSY;77177
2011;1;ATLORD;87283
2011;1;ATLPBI;88480
2011;1;ATLPHL;102665
2011;1;ATLPHX;84668
2011;1;ATLRDU;80521
2011;1;ATLRSW;81009
2011;1;ATLSFO;69545
2011;1;ATLTPA;124526
2011;1;AUSDFW;84102
2011;1;BOSCLT;68560
2011;1;BOSDCA;80774
2011;1;BOSORD;90536
2011;1;BOSPHL;72737
2011;1;BOSSFO;64892
2011;1;CLTDFW;81368
2011;1;CLTLGA;78913
2011;1;CLTMCO;76911
2011;1;CLTORD;76332
2011;1;DALHOU;91551
2011;1;DCAORD;85429
2011;1;DENDFW;110001
2011;1;DENIAH;83122
2011;1;DENLAS;136799
2011;1;DENLAX;148537
2011;1;DENMSP;111118
2011;1;DENORD;100196
2011;1;DENPHX;156865
2011;1;DENSAN;90081
2011;1;DENSEA;100028
2011;1;DENSFO;113836
2011;1;DENSLC;117792
2011;1;DFWLAS;97812
2011;1;DFWLAX;147439
2011;1;DFWLGA;76286
2011;1;DFWMIA;94117
2011;1;DFWORD;127429
2011;1;DFWPHX;103476
2011;1;DFWSAT;88636
2011;1;DFWSFO;85158
2011;1;DTWMCO;89884
2011;1;EWRLAX;55313
2011;1;EWRMCO;96734
2011;1;EWRORD;69352
2011;1;EWRSFO;51871
2011;1;FLLLGA;126683
2011;1;HNLITO;90885
2011;1;HNLKOA;108834
2011;1;HNLLAX;148834
2011;1;HNLLIH;110162
2011;1;HNLOGG;154629
2011;1;IADLAX;99960
2011;1;IADSFO;76609
2011;1;IAHLAX;80532
2011;1;IAHORD;80722
2011;1;JFKLAX;222697
2011;1;JFKMCO;106982
2011;1;JFKSFO;147555
2011;1;JFKSJU;88921
2011;1;LASLAX;162627
2011;1;LASORD;86913
2011;1;LASPHX;130689
2011;1;LASSEA;79715
2011;1;LASSFO;136517
2011;1;LAXMIA;77535
2011;1;LAXORD;149921
2011;1;LAXPHX;106976
2011;1;LAXSEA;101963
2011;1;LAXSFO;224060
2011;1;LAXSJC;72544
2011;1;LGAMIA;89675
2011;1;LGAORD;162980
2011;1;MCOPHL;109331
2011;1;MSPORD;97272
2011;1;MSPPHX;104887
2011;1;ORDPHL;92064
2011;1;ORDPHX;96318
2011;1;ORDSEA;85456
2011;1;ORDSFO;131064
2011;1;PHXSAN;100976
2011;1;PHXSEA;91895
2011;1;PHXSLC;100748
2011;1;SANSFO;104764
2011;1;SEASFO;101336
2011;2;ANCSEA;81152
2011;2;ATLBOS;86621
2011;2;ATLBWI;78906
2011;2;ATLCLT;104952
2011;2;ATLDCA;111858
2011;2;ATLDEN;106015
2011;2;ATLDFW;141273
2011;2;ATLDTW;91059
2011;2;ATLFLL;186113
2011;2;ATLJAX;97434
2011;2;ATLLAS;101161
2011;2;ATLLAX;127585
2011;2;ATLLGA;143593
2011;2;ATLMCO;197688
2011;2;ATLMIA;102777
2011;2;ATLMSP;114535
2011;2;ATLMSY;82654
2011;2;ATLORD;83132
2011;2;ATLPBI;91706
2011;2;ATLPHL;100078
2011;2;ATLPHX;81165
2011;2;ATLRDU;79634
2011;2;ATLRSW;88205
2011;2;ATLSFO;63867
2011;2;ATLTPA;129404
2011;2;AUSDFW;77189
2011;2;BOSCLT;66054
2011;2;BOSDCA;90231
2011;2;BOSORD;84542
2011;2;BOSPHL;74793
2011;2;BOSSFO;59125
2011;2;CLTDFW;75303
2011;2;CLTLGA;76633
2011;2;CLTMCO;76011
2011;2;CLTORD;70175
2011;2;DALHOU;80336
2011;2;DCAORD;82634
2011;2;DENDFW;99689
2011;2;DENIAH;73517
2011;2;DENLAS;131833
2011;2;DENLAX;131832
2011;2;DENMSP;102908
2011;2;DENORD;89032
2011;2;DENPHX;153904
2011;2;DENSAN;87035
2011;2;DENSEA;91115
2011;2;DENSFO;103200
2011;2;DENSLC;108840
2011;2;DFWLAS;80571
2011;2;DFWLAX;133256
2011;2;DFWLGA;70026
2011;2;DFWMIA;84102
2011;2;DFWORD;112226
2011;2;DFWPHX;89912
2011;2;DFWSAT;80074
2011;2;DFWSFO;81588
2011;2;DTWMCO;86105
2011;2;EWRLAX;48128
2011;2;EWRMCO;98637
2011;2;EWRORD;64303
2011;2;EWRSFO;44124
2011;2;FLLLGA;115042
2011;2;HNLITO;87740
2011;2;HNLKOA;106668
2011;2;HNLLAX;132040
2011;2;HNLLIH;108619
2011;2;HNLOGG;153819
2011;2;IADLAX;93236
2011;2;IADSFO;76107
2011;2;IAHLAX;64420
2011;2;IAHORD;71488
2011;2;JFKLAX;203554
2011;2;JFKMCO;101056
2011;2;JFKSFO;133772
2011;2;JFKSJU;77887
2011;2;LASLAX;149129
2011;2;LASORD;80603
2011;2;LASPHX;119086
2011;2;LASSEA;75489
2011;2;LASSFO;126320
2011;2;LAXMIA;67431
2011;2;LAXORD;130722
2011;2;LAXPHX;93846
2011;2;LAXSEA;101041
2011;2;LAXSFO;213843
2011;2;LAXSJC;69199
2011;2;LGAMIA;77917
2011;2;LGAORD;153566
2011;2;MCOPHL;108741
2011;2;MSPORD;89325
2011;2;MSPPHX;103627
2011;2;ORDPHL;80672
2011;2;ORDPHX;90934
2011;2;ORDSEA;73323
2011;2;ORDSFO;111099
2011;2;PHXSAN;94387
2011;2;PHXSEA;84348
2011;2;PHXSLC;97085
2011;2;SANSFO;98508
2011;2;SEASFO;100714
2011;3;ANCSEA;108724
2011;3;ATLBOS;114855
2011;3;ATLBWI;107122
2011;3;ATLCLT;122363
2011;3;ATLDCA;141091
2011;3;ATLDEN;125909
2011;3;ATLDFW;174967
2011;3;ATLDTW;110348
2011;3;ATLFLL;218585
2011;3;ATLJAX;125254
