YY;MM;OD;PAX
2008;10;DFWLAX;134180
2008;10;DFWLGA;95661
2008;10;DFWMIA;77999
2008;10;DFWORD;157578
2008;10;DFWPHX;105423
2008;10;DFWSAT;103088
2008;10;DFWSFO;79077
2008;10;DTWMCO;84332
2008;10;EWRLAX;73436
2008;10;EWRMCO;110908
2008;10;EWRORD;130807
2008;10;EWRSFO;71796
2008;10;FLLLGA;104809
2008;10;HNLITO;88615
2008;10;HNLKOA;102648
2008;10;HNLLAX;147447
2008;10;HNLLIH;126425
2008;10;HNLOGG;161745
2008;10;IADLAX;102090
2008;10;IADSFO;90202
2008;10;IAHLAX;87250
2008;10;IAHORD;90473
2008;10;JFKLAX;203207
2008;10;JFKMCO;102350
2008;10;JFKSFO;163180
2008;10;JFKSJU;72263
2008;10;LASLAX;146692
2008;10;LASORD;126082
2008;10;LASPHX;122066
2008;10;LASSEA;98121
2008;10;LASSFO;153350
2008;10;LAXMIA;67211
2008;10;LAXORD;186665
2008;10;LAXPHX;111646
2008;10;LAXSEA;130350
2008;10;LAXSFO;231582
2008;10;LAXSJC;72135
2008;10;LGAMIA;85646
2008;10;LGAORD;183438
2008;10;MCOPHL;125191
2008;10;MSPORD;137398
2008;10;MSPPHX;82416
2008;10;ORDPHL;135889
2008;10;ORDPHX;111990
2008;10;ORDSEA;108610
2008;10;ORDSFO;143318
2008;10;PHXSAN;102941
2008;10;PHXSEA;82373
2008;10;PHXSLC;91761
2008;10;SANSFO;121687
2008;10;SEASFO;122407
2008;11;ANCSEA;95621
2008;11;ATLBOS;114214
2008;11;ATLBWI;118524
2008;11;ATLCLT;109657
2008;11;ATLDCA;131948
2008;11;ATLDEN;104753
2008;11;ATLDFW;162741
2008;11;ATLDTW;92736
2008;11;ATLFLL;206722
2008;11;ATLJAX;119479
2008;11;ATLLAS;125437
2008;11;ATLLAX;147302
2008;11;ATLLGA;163346
2008;11;ATLMCO;231892
2008;11;ATLMIA;128005
2008;11;ATLMSP;100997
2008;11;ATLMSY;93911
2008;11;ATLORD;108997
2008;11;ATLPBI;95381
2008;11;ATLPHL;136915
2008;11;ATLPHX;90682
2008;11;ATLRDU;105083
2008;11;ATLRSW;86785
2008;11;ATLSFO;80388
2008;11;ATLTPA;170509
2008;11;AUSDFW;94060
2008;11;BOSCLT;67033
2008;11;BOSDCA;75884
2008;11;BOSORD;114095
2008;11;BOSPHL;51529
2008;11;BOSSFO;53166
2008;11;CLTDFW;70862
2008;11;CLTLGA;61738
2008;11;CLTMCO;71318
2008;11;CLTORD;82115
2008;11;DALHOU;82890
2008;11;DCAORD;106339
2008;11;DENDFW;121009
2008;11;DENIAH;82743
2008;11;DENLAS;132455
2008;11;DENLAX;132590
2008;11;DENMSP;89095
2008;11;DENORD;109752
2008;11;DENPHX;144176
2008;11;DENSAN;84293
2008;11;DENSEA;105397
2008;11;DENSFO;110541
2008;11;DENSLC;95661
2008;11;DFWLAS;98474
2008;11;DFWLAX;121602
2008;11;DFWLGA;87626
2008;11;DFWMIA;78326
2008;11;DFWORD;126299
2008;11;DFWPHX;97677
2008;11;DFWSAT;99602
2008;11;DFWSFO;68683
2008;11;DTWMCO;90409
2008;11;EWRLAX;62101
2008;11;EWRMCO;107836
2008;11;EWRORD;108579
2008;11;EWRSFO;56531
2008;11;FLLLGA;105380
2008;11;HNLITO;85792
2008;11;HNLKOA;99961
2008;11;HNLLAX;141738
2008;11;HNLLIH;120434
2008;11;HNLOGG;154287
2008;11;IADLAX;97212
2008;11;IADSFO;75696
2008;11;IAHLAX;85234
2008;11;IAHORD;81688
2008;11;JFKLAX;192262
2008;11;JFKMCO;103389
2008;11;JFKSFO;141641
2008;11;JFKSJU;80923
2008;11;LASLAX;141589
2008;11;LASORD;99274
2008;11;LASPHX;108568
2008;11;LASSEA;91462
2008;11;LASSFO;138923
2008;11;LAXMIA;70917
2008;11;LAXORD;149842
2008;11;LAXPHX;108121
2008;11;LAXSEA;116074
2008;11;LAXSFO;222296
2008;11;LAXSJC;64445
2008;11;LGAMIA;90865
2008;11;LGAORD;162858
2008;11;MCOPHL;121604
2008;11;MSPORD;107528
2008;11;MSPPHX;82767
2008;11;ORDPHL;114272
2008;11;ORDPHX;99026
2008;11;ORDSEA;89531
2008;11;ORDSFO;125451
2008;11;PHXSAN;94696
2008;11;PHXSEA;84995
2008;11;PHXSLC;82038
2008;11;SANSFO;111562
2008;11;SEASFO;109231
2008;12;ANCSEA;109732
2008;12;ATLBOS;115876
2008;12;ATLBWI;115788
2008;12;ATLCLT;106579
2008;12;ATLDCA;130789
2008;12;ATLDEN;127838
2008;12;ATLDFW;173366
2008;12;ATLDTW;99106
2008;12;ATLFLL;218623
2008;12;ATLJAX;124300
2008;12;ATLLAS;123386
2008;12;ATLLAX;155244
2008;12;ATLLGA;184735
2008;12;ATLMCO;240769
2008;12;ATLMIA;134033
2008;12;ATLMSP;108159
2008;12;ATLMSY;90947
2008;12;ATLORD;105431
2008;12;ATLPBI;99194
2008;12;ATLPHL;134989
2008;12;ATLPHX;96867
2008;12;ATLRDU;105328
2008;12;ATLRSW;86170
2008;12;ATLSFO;84591
2008;12;ATLTPA;166919
2008;12;AUSDFW;99493
2008;12;BOSCLT;68954
2008;12;BOSDCA;66665
2008;12;BOSORD;108556
2008;12;BOSPHL;43722
2008;12;BOSSFO;58687
2008;12;CLTDFW;75303
2008;12;CLTLGA;69747
2008;12;CLTMCO;74300
2008;12;CLTORD;84103
2008;12;DALHOU;80641
2008;12;DCAORD;97977
2008;12;DENDFW;141861
2008;12;DENIAH;98900
2008;12;DENLAS;125284
2008;12;DENLAX;147623
2008;12;DENMSP;102411
2008;12;DENORD;118337
2008;12;DENPHX;147302
2008;12;DENSAN;86209
2008;12;DENSEA;107891
2008;12;DENSFO;115469
2008;12;DENSLC;108428
2008;12;DFWLAS;100830
2008;12;DFWLAX;133299
2008;12;DFWLGA;103431
2008;12;DFWMIA;87903
2008;12;DFWORD;131178
2008;12;DFWPHX;102815
2008;12;DFWSAT;98619
2008;12;DFWSFO;74052
2008;12;DTWMCO;97109
2008;12;EWRLAX;71386
2008;12;EWRMCO;108540
2008;12;EWRORD;100398
2008;12;EWRSFO;62383
2008;12;FLLLGA;123590
2008;12;HNLITO;94081
2008;12;HNLKOA;107448
2008;12;HNLLAX;167404
2008;12;HNLLIH;120093
2008;12;HNLOGG;156787
2008;12;IADLAX;110262
2008;12;IADSFO;84402
2008;12;IAHLAX;104071
2008;12;IAHORD;90354
2008;12;JFKLAX;204885
2008;12;JFKMCO;107177
2008;12;JFKSFO;151398
2008;12;JFKSJU;90833
2008;12;LASLAX;148535
2008;12;LASORD;84103
2008;12;LASPHX;113746
2008;12;LASSEA;91831
2008;12;LASSFO;139428
2008;12;LAXMIA;78630
2008;12;LAXORD;155372
2008;12;LAXPHX;111362
2008;12;LAXSEA;116582
2008;12;LAXSFO;239449
2008;12;LAXSJC;58850
2008;12;LGAMIA;95247
2008;12;LGAORD;165398
2008;12;MCOPHL;128457
2008;12;MSPORD;113790
2008;12;MSPPHX;94905
2008;12;ORDPHL;110535
2008;12;ORDPHX;98767
2008;12;ORDSEA;95473
2008;12;ORDSFO;137672
2008;12;PHXSAN;92657
2008;12;PHXSEA;91191
2008;12;PHXSLC;92271
2008;12;SANSFO;119423
2008;12;SEASFO;115541
2009;1;ANCSEA;94552
2009;1;ATLBOS;96748
2009;1;ATLBWI;107562
2009;1;ATLCLT;103133
2009;1;ATLDCA;116010
2009;1;ATLDEN;116018
2009;1;ATLDFW;143911
2009;1;ATLDTW;86283
2009;1;ATLFLL;212429
2009;1;ATLJAX;107317
2009;1;ATLLAS;114251
2009;1;ATLLAX;136081
2009;1;ATLLGA;139984
2009;1;ATLMCO;232776
2009;1;ATLMIA;131685
2009;1;ATLMSP;107122
2009;1;ATLMSY;84801
2009;1;ATLORD;95450
2009;1;ATLPBI;99885
2009;1;ATLPHL;116951
2009;1;ATLPHX;97229
2009;1;ATLRDU;84302
2009;1;ATLRSW;91332
2009;1;ATLSFO;65962
2009;1;ATLTPA;154183
2009;1;AUSDFW;81286
2009;1;BOSCLT;60731
2009;1;BOSDCA;58360
2009;1;BOSORD;80275
2009;1;BOSPHL;41271
2009;1;BOSSFO;50858
2009;1;CLTDFW;67264
2009;1;CLTLGA;58165
2009;1;CLTMCO;73880
2009;1;CLTORD;80475
2009;1;DALHOU;76390
2009;1;DCAORD;87074
2009;1;DENDFW;126079
2009;1;DENIAH;88832
2009;1;DENLAS;118579
2009;1;DENLAX;136231
2009;1;DENMSP;90644
2009;1;DENORD;111160
2009;1;DENPHX;149491
2009;1;DENSAN;78463
2009;1;DENSEA;86035
2009;1;DENSFO;103669
2009;1;DENSLC;107175
2009;1;DFWLAS;96600
2009;1;DFWLAX;121994
2009;1;DFWLGA;76047
2009;1;DFWMIA;86073
2009;1;DFWORD;113101
2009;1;DFWPHX;99225
2009;1;DFWSAT;84626
2009;1;DFWSFO;68614
2009;1;DTWMCO;91345
2009;1;EWRLAX;53971
2009;1;EWRMCO;93803
2009;1;EWRORD;78618
2009;1;EWRSFO;50125
2009;1;FLLLGA;118050
2009;1;HNLITO;87943
2009;1;HNLKOA;108668
2009;1;HNLLAX;146480
2009;1;HNLLIH;122105
2009;1;HNLOGG;151063
2009;1;IADLAX;93789
2009;1;IADSFO;73552
2009;1;IAHLAX;82699
2009;1;IAHORD;72525
2009;1;JFKLAX;181214
2009;1;JFKMCO;95048
2009;1;JFKSFO;127497
2009;1;JFKSJU;85711
2009;1;LASLAX;140098
2009;1;LASORD;83607
2009;1;LASPHX;109502
2009;1;LASSEA;75169
2009;1;LASSFO;132297
2009;1;LAXMIA;75039
2009;1;LAXORD;143170
2009;1;LAXPHX;104079
2009;1;LAXSEA;103338
2009;1;LAXSFO;203385
2009;1;LAXSJC;52404
2009;1;LGAMIA;91326
2009;1;LGAORD;125550
2009;1;MCOPHL;113944
2009;1;MSPORD;101429
2009;1;MSPPHX;97137
2009;1;ORDPHL;93801
2009;1;ORDPHX;94087
2009;1;ORDSEA;75847
2009;1;ORDSFO;113210
2009;1;PHXSAN;92751
2009;1;PHXSEA;77949
2009;1;PHXSLC;92153
2009;1;SANSFO;103238
2009;1;SEASFO;94916
2009;2;ANCSEA;75454
2009;2;ATLBOS;95474
2009;2;ATLBWI;91662
2009;2;ATLCLT;90212
2009;2;ATLDCA;108173
2009;2;ATLDEN;101687
2009;2;ATLDFW;129633
2009;2;ATLDTW;88943
2009;2;ATLFLL;185638
2009;2;ATLJAX;104113
2009;2;ATLLAS;104685
2009;2;ATLLAX;118466
2009;2;ATLLGA;129146
2009;2;ATLMCO;219564
2009;2;ATLMIA;118838
2009;2;ATLMSP;100771
2009;2;ATLMSY;82789
2009;2;ATLORD;91492
2009;2;ATLPBI;97095
2009;2;ATLPHL;105107
2009;2;ATLPHX;87642
2009;2;ATLRDU;76487
2009;2;ATLRSW;95625
2009;2;ATLSFO;56378
2009;2;ATLTPA;153101
2009;2;AUSDFW;82938
2009;2;BOSCLT;60818
2009;2;BOSDCA;70261
2009;2;BOSORD;86738
2009;2;BOSPHL;44936
2009;2;BOSSFO;49641
2009;2;CLTDFW;58541
2009;2;CLTLGA;58583
2009;2;CLTMCO;72605
2009;2;CLTORD;74466
2009;2;DALHOU;84753
2009;2;DCAORD;85845
2009;2;DENDFW;116826
2009;2;DENIAH;81152
2009;2;DENLAS;130088
2009;2;DENLAX;126135
2009;2;DENMSP;83480
2009;2;DENORD;110913
2009;2;DENPHX;141577
2009;2;DENSAN;78411
2009;2;DENSEA;81900
2009;2;DENSFO;94361
2009;2;DENSLC;101514
2009;2;DFWLAS;95113
2009;2;DFWLAX;114213
2009;2;DFWLGA;70345
2009;2;DFWMIA;74624
2009;2;DFWORD;110861
2009;2;DFWPHX;86888
2009;2;DFWSAT;87549
2009;2;DFWSFO;59794
2009;2;DTWMCO;96372
2009;2;EWRLAX;44777
2009;2;EWRMCO;103730
2009;2;EWRORD;74811
2009;2;EWRSFO;40728
2009;2;FLLLGA;108073
2009;2;HNLITO;83833
2009;2;HNLKOA;112216
2009;2;HNLLAX;133313
2009;2;HNLLIH;127313
2009;2;HNLOGG;175888
2009;2;IADLAX;83376
2009;2;IADSFO;68612
2009;2;IAHLAX;68036
2009;2;IAHORD;66411
2009;2;JFKLAX;169260
2009;2;JFKMCO;90887
2009;2;JFKSFO;110723
2009;2;JFKSJU;77958
2009;2;LASLAX;132587
2009;2;LASORD;88991
2009;2;LASPHX;113858
2009;2;LASSEA;79209
2009;2;LASSFO;129127
2009;2;LAXMIA;64917
2009;2;LAXORD;134586
2009;2;LAXPHX;93060
2009;2;LAXSEA;101959
2009;2;LAXSFO;198020
2009;2;LAXSJC;52664
2009;2;LGAMIA;84150
2009;2;LGAORD;122590
2009;2;MCOPHL;116863
2009;2;MSPORD;98510
2009;2;MSPPHX;99943
2009;2;ORDPHL;84543
2009;2;ORDPHX;92513
2009;2;ORDSEA;72491
2009;2;ORDSFO;103801
2009;2;PHXSAN;89693
2009;2;PHXSEA;82031
2009;2;PHXSLC;85577
2009;2;SANSFO;106017
2009;2;SEASFO;95420
2009;3;ANCSEA;96976
2009;3;ATLBOS;111124
2009;3;ATLBWI;105976
2009;3;ATLCLT;105241
2009;3;ATLDCA;129746
2009;3;ATLDEN;128257
2009;3;ATLDFW;166444
2009;3;ATLDTW;98751
2009;3;ATLFLL;209219
2009;3;ATLJAX;122797
2009;3;ATLLAS;120977
2009;3;ATLLAX;148028
2009;3;ATLLGA;153499
2009;3;ATLMCO;244558
2009;3;ATLMIA;138236
2009;3;ATLMSP;118703
2009;3;ATLMSY;88336
2009;3;ATLORD;116622
2009;3;ATLPBI;112223
2009;3;ATLPHL;120025
2009;3;ATLPHX;110267
2009;3;ATLRDU;83564
2009;3;ATLRSW;109841
2009;3;ATLSFO;66402
2009;3;ATLTPA;170770
2009;3;AUSDFW;106469
2009;3;BOSCLT;66889
2009;3;BOSDCA;78178
2009;3;BOSORD;108122
2009;3;BOSPHL;49841
2009;3;BOSSFO;67769
2009;3;CLTDFW;69936
2009;3;CLTLGA;70450
2009;3;CLTMCO;79459
2009;3;CLTORD;89226
2009;3;DALHOU;90129
2009;3;DCAORD;122678
2009;3;DENDFW;135841
2009;3;DENIAH;103310
2009;3;DENLAS;165478
2009;3;DENLAX;159038
2009;3;DENMSP;105434
2009;3;DENORD;142011
2009;3;DENPHX;179268
2009;3;DENSAN;90896
2009;3;DENSEA;105318
2009;3;DENSFO;120244
2009;3;DENSLC;122588
2009;3;DFWLAS;111092
2009;3;DFWLAX;133533
2009;3;DFWLGA;89890
2009;3;DFWMIA;86568
2009;3;DFWORD;137904
2009;3;DFWPHX;104758
2009;3;DFWSAT;110481
2009;3;DFWSFO;71414
2009;3;DTWMCO;115288
2009;3;EWRLAX;56927
2009;3;EWRMCO;126196
2009;3;EWRORD;93414
2009;3;EWRSFO;54922
2009;3;FLLLGA;116685
2009;3;HNLITO;104127
2009;3;HNLKOA;118645
2009;3;HNLLAX;148795
2009;3;HNLLIH;139182
2009;3;HNLOGG;186585
2009;3;IADLAX;107960
2009;3;IADSFO;86578
2009;3;IAHLAX;83066
2009;3;IAHORD;90037
2009;3;JFKLAX;204649
2009;3;JFKMCO;104909
2009;3;JFKSFO;143423
2009;3;JFKSJU;91839
2009;3;LASLAX;155016
2009;3;LASORD;111628
2009;3;LASPHX;134280
2009;3;LASSEA;99238
2009;3;LASSFO;154161
2009;3;LAXMIA;76477
2009;3;LAXORD;166925
2009;3;LAXPHX;113727
2009;3;LAXSEA;121227
2009;3;LAXSFO;238389
2009;3;LAXSJC;63373
2009;3;LGAMIA;94322
2009;3;LGAORD;155749
2009;3;MCOPHL;152421
2009;3;MSPORD;149157
2009;3;MSPPHX;125491
2009;3;ORDPHL;115886
2009;3;ORDPHX;118751
2009;3;ORDSEA;100939
2009;3;ORDSFO;147520
2009;3;PHXSAN;105311
2009;3;PHXSEA;109495
2009;3;PHXSLC;106193
2009;3;SANSFO;122024
2009;3;SEASFO;117856
2009;4;ANCSEA;85094
2009;4;ATLBOS;120756
2009;4;ATLBWI;116643
2009;4;ATLCLT;110441
2009;4;ATLDCA;138300
2009;4;ATLDEN;116053
2009;4;ATLDFW;167485
2009;4;ATLDTW;104875
2009;4;ATLFLL;203518
2009;4;ATLJAX;113218
2009;4;ATLLAS;122712
2009;4;ATLLAX;145316
2009;4;ATLLGA;172886
2009;4;ATLMCO;218507
2009;4;ATLMIA;140731
2009;4;ATLMSP;112173
2009;4;ATLMSY;90570
2009;4;ATLORD;116812
2009;4;ATLPBI;98677
2009;4;ATLPHL;127149
2009;4;ATLPHX;105251
2009;4;ATLRDU;91954
2009;4;ATLRSW;100524
2009;4;ATLSFO;74946
2009;4;ATLTPA;164811
2009;4;AUSDFW;94585
2009;4;BOSCLT;72122
2009;4;BOSDCA;81433
2009;4;BOSORD;120844
2009;4;BOSPHL;55132
2009;4;BOSSFO;75070
2009;4;CLTDFW;71904
2009;4;CLTLGA;73287
2009;4;CLTMCO;75799
2009;4;CLTORD;87088
2009;4;DALHOU;86046
2009;4;DCAORD;126485
2009;4;DENDFW;122121
2009;4;DENIAH;88292
2009;4;DENLAS;147110
2009;4;DENLAX;146134
2009;4;DENMSP;93869
2009;4;DENORD;133694
2009;4;DENPHX;151072
2009;4;DENSAN;87478
2009;4;DENSEA;104232
2009;4;DENSFO;116221
2009;4;DENSLC;106968
2009;4;DFWLAS;113828
2009;4;DFWLAX;144857
2009;4;DFWLGA;95424
2009;4;DFWMIA;89424
2009;4;DFWORD;136771
2009;4;DFWPHX;96604
2009;4;DFWSAT;101813
2009;4;DFWSFO;80264
2009;4;DTWMCO;107713
2009;4;EWRLAX;63414
2009;4;EWRMCO;132515
2009;4;EWRORD;104352
2009;4;EWRSFO;61162
2009;4;FLLLGA;111281
2009;4;HNLITO;98774
2009;4;HNLKOA;115291
2009;4;HNLLAX;151927
2009;4;HNLLIH;129163
2009;4;HNLOGG;176791
2009;4;IADLAX;117842
2009;4;IADSFO;92668
2009;4;IAHLAX;87410
2009;4;IAHORD;82346
2009;4;JFKLAX;222333
2009;4;JFKMCO;114763
2009;4;JFKSFO;159373
2009;4;JFKSJU;78410
2009;4;LASLAX;150631
2009;4;LASORD;109001
2009;4;LASPHX;125771
2009;4;LASSEA;94310
2009;4;LASSFO;159453
2009;4;LAXMIA;77061
2009;4;LAXORD;175801
2009;4;LAXPHX;118595
2009;4;LAXSEA;115816
2009;4;LAXSFO;237683
2009;4;LAXSJC;65440
2009;4;LGAMIA;95216
2009;4;LGAORD;162507
2009;4;MCOPHL;150483
2009;4;MSPORD;140438
2009;4;MSPPHX;95814
2009;4;ORDPHL;117642
2009;4;ORDPHX;111804
2009;4;ORDSEA;104805
2009;4;ORDSFO;146741
2009;4;PHXSAN;107263
2009;4;PHXSEA;99825
2009;4;PHXSLC;93086
2009;4;SANSFO;122228
2009;4;SEASFO;111672
2009;5;ANCSEA;122012
2009;5;ATLBOS;128975
2009;5;ATLBWI;116045
2009;5;ATLCLT;110078
2009;5;ATLDCA;140994
2009;5;ATLDEN;124026
2009;5;ATLDFW;172915
2009;5;ATLDTW;102575
2009;5;ATLFLL;201570
2009;5;ATLJAX;113499
2009;5;ATLLAS;114694
2009;5;ATLLAX;141664
2009;5;ATLLGA;179903
2009;5;ATLMCO;208292
2009;5;ATLMIA;133982
2009;5;ATLMSP;115309
2009;5;ATLMSY;94265
2009;5;ATLORD;113550
2009;5;ATLPBI;86265
2009;5;ATLPHL;132358
2009;5;ATLPHX;98942
2009;5;ATLRDU;96098
2009;5;ATLRSW;87363
2009;5;ATLSFO;86781
2009;5;ATLTPA;154378
2009;5;AUSDFW;99061
2009;5;BOSCLT;77709
2009;5;BOSDCA;79578
2009;5;BOSORD;127166
2009;5;BOSPHL;54127
2009;5;BOSSFO;83516
2009;5;CLTDFW;73889
2009;5;CLTLGA;71648
2009;5;CLTMCO;79118
2009;5;CLTORD;87790
2009;5;DALHOU;83361
2009;5;DCAORD;131109
2009;5;DENDFW;130253
2009;5;DENIAH;88824
2009;5;DENLAS;151570
2009;5;DENLAX;155461
2009;5;DENMSP;104670
2009;5;DENORD;137294
2009;5;DENPHX;151500
2009;5;DENSAN;88115
2009;5;DENSEA;116648
2009;5;DENSFO;121034
2009;5;DENSLC;114730
2009;5;DFWLAS;116355
2009;5;DFWLAX;147443
2009;5;DFWLGA;94410
2009;5;DFWMIA;92290
2009;5;DFWORD;137805
2009;5;DFWPHX;96099
2009;5;DFWSAT;99082
2009;5;DFWSFO;84138
2009;5;DTWMCO;80510
2009;5;EWRLAX;66760
2009;5;EWRMCO;111789
2009;5;EWRORD;114326
2009;5;EWRSFO;65517
2009;5;FLLLGA;107271
2009;5;HNLITO;109692
2009;5;HNLKOA;115219
2009;5;HNLLAX;166241
2009;5;HNLLIH;136236
2009;5;HNLOGG;183286
2009;5;IADLAX;118610
2009;5;IADSFO;96678
2009;5;IAHLAX;92266
2009;5;IAHORD;79775
2009;5;JFKLAX;223678
2009;5;JFKMCO;112516
2009;5;JFKSFO;170645
2009;5;JFKSJU;81561
2009;5;LASLAX;147403
2009;5;LASORD;111872
2009;5;LASPHX;124009
2009;5;LASSEA;97557
2009;5;LASSFO;163021
2009;5;LAXMIA;73863
2009;5;LAXORD;175317
2009;5;LAXPHX;105928
2009;5;LAXSEA;125319
2009;5;LAXSFO;243901
2009;5;LAXSJC;64090
2009;5;LGAMIA;90626
2009;5;LGAORD;168146
2009;5;MCOPHL;138414
2009;5;MSPORD;140289
2009;5;MSPPHX;82283
2009;5;ORDPHL;120915
2009;5;ORDPHX;104628
2009;5;ORDSEA;110606
2009;5;ORDSFO;149117
2009;5;PHXSAN;99619
2009;5;PHXSEA;90876
2009;5;PHXSLC;83968
2009;5;SANSFO;127611
2009;5;SEASFO;120626
2009;6;ANCSEA;145215
2009;6;ATLBOS;126217
2009;6;ATLBWI;119536
2009;6;ATLCLT;117742
2009;6;ATLDCA;137906
2009;6;ATLDEN;133358
2009;6;ATLDFW;196434
2009;6;ATLDTW;100479
2009;6;ATLFLL;189309
2009;6;ATLJAX;125074
2009;6;ATLLAS;112298
2009;6;ATLLAX;155874
2009;6;ATLLGA;175048
2009;6;ATLMCO;221501
2009;6;ATLMIA;128303
2009;6;ATLMSP;119739
2009;6;ATLMSY;92877
2009;6;ATLORD;121870
2009;6;ATLPBI;80422
2009;6;ATLPHL;140558
2009;6;ATLPHX;96911
2009;6;ATLRDU;106613
2009;6;ATLRSW;78301
2009;6;ATLSFO;106979
2009;6;ATLTPA;161949
2009;6;AUSDFW;102655
2009;6;BOSCLT;76147
2009;6;BOSDCA;83571
2009;6;BOSORD;141707
2009;6;BOSPHL;54370
2009;6;BOSSFO;89157
2009;6;CLTDFW;78737
2009;6;CLTLGA;68210
2009;6;CLTMCO;77638
2009;6;CLTORD;94901
2009;6;DALHOU;86408
2009;6;DCAORD;133540
2009;6;DENDFW;149658
2009;6;DENIAH;104548
2009;6;DENLAS;148636
2009;6;DENLAX;166746
2009;6;DENMSP;140736
2009;6;DENORD;148981
2009;6;DENPHX;146553
2009;6;DENSAN;94250
2009;6;DENSEA;133735
2009;6;DENSFO;132384
2009;6;DENSLC;121167
2009;6;DFWLAS;113663
2009;6;DFWLAX;158631
2009;6;DFWLGA;101903
2009;6;DFWMIA;92887
2009;6;DFWORD;159166
2009;6;DFWPHX;94318
2009;6;DFWSAT;108508
2009;6;DFWSFO;88626
2009;6;DTWMCO;84481
2009;6;EWRLAX;76517
2009;6;EWRMCO;100973
2009;6;EWRORD;120730
2009;6;EWRSFO;72899
2009;6;FLLLGA;105151
2009;6;HNLITO;106237
2009;6;HNLKOA;114583
2009;6;HNLLAX;179614
2009;6;HNLLIH;137509
2009;6;HNLOGG;190424
2009;6;IADLAX;128666
2009;6;IADSFO;101109
2009;6;IAHLAX;113412
2009;6;IAHORD;84679
2009;6;JFKLAX;234719
2009;6;JFKMCO;100632
2009;6;JFKSFO;181014
2009;6;JFKSJU;86624
2009;6;LASLAX;138725
2009;6;LASORD;105511
2009;6;LASPHX;114688
2009;6;LASSEA;91688
2009;6;LASSFO;154695
2009;6;LAXMIA;73797
2009;6;LAXORD;184235
2009;6;LAXPHX;105737
2009;6;LAXSEA;137683
2009;6;LAXSFO;239718
2009;6;LAXSJC;65525
2009;6;LGAMIA;86545
2009;6;LGAORD;186688
2009;6;MCOPHL;128401
2009;6;MSPORD;152580
2009;6;MSPPHX;78562
2009;6;ORDPHL;126996
2009;6;ORDPHX;102349
2009;6;ORDSEA;112183
2009;6;ORDSFO;152593
2009;6;PHXSAN;102482
2009;6;PHXSEA;91574
2009;6;PHXSLC;86894
2009;6;SANSFO;124826
2009;6;SEASFO;129461
2009;7;ANCSEA;164291
2009;7;ATLBOS;144464
2009;7;ATLBWI;134481
2009;7;ATLCLT;128665
2009;7;ATLDCA;142538
2009;7;ATLDEN;147954
2009;7;ATLDFW;201159
2009;7;ATLDTW;104048
2009;7;ATLFLL;194553
2009;7;ATLJAX;125163
2009;7;ATLLAS;119816
2009;7;ATLLAX;173536
2009;7;ATLLGA;194862
2009;7;ATLMCO;223585
2009;7;ATLMIA;131977
2009;7;ATLMSP;120812
2009;7;ATLMSY;92625
2009;7;ATLORD;130910
2009;7;ATLPBI;80990
2009;7;ATLPHL;149716
2009;7;ATLPHX;102636
2009;7;ATLRDU;114716
2009;7;ATLRSW;83091
2009;7;ATLSFO;120390
2009;7;ATLTPA;166900
2009;7;AUSDFW;106584
2009;7;BOSCLT;82126
2009;7;BOSDCA;80496
2009;7;BOSORD;157575
2009;7;BOSPHL;58523
2009;7;BOSSFO;94592
2009;7;CLTDFW;80180
2009;7;CLTLGA;73437
2009;7;CLTMCO;78257
2009;7;CLTORD;98163
2009;7;DALHOU;85925
2009;7;DCAORD;130930
2009;7;DENDFW;160671
2009;7;DENIAH;115865
2009;7;DENLAS;151580
2009;7;DENLAX;177561
2009;7;DENMSP;157855
2009;7;DENORD;154351
2009;7;DENPHX;154557
2009;7;DENSAN;104672
2009;7;DENSEA;145566
2009;7;DENSFO;140563
2009;7;DENSLC;129117
2009;7;DFWLAS;115773
2009;7;DFWLAX;169428
2009;7;DFWLGA;112352
2009;7;DFWMIA;94958
2009;7;DFWORD;173881
2009;7;DFWPHX;98908
2009;7;DFWSAT;112185
2009;7;DFWSFO;94615
2009;7;DTWMCO;86157
2009;7;EWRLAX;82635
2009;7;EWRMCO;119962
2009;7;EWRORD;128189
2009;7;EWRSFO;84232
2009;7;FLLLGA;120854
2009;7;HNLITO;119738
2009;7;HNLKOA;130433
2009;7;HNLLAX;200301
2009;7;HNLLIH;154797
2009;7;HNLOGG;211707
2009;7;IADLAX;128428
2009;7;IADSFO;101850
2009;7;IAHLAX;128851
2009;7;IAHORD;88676
2009;7;JFKLAX;248475
2009;7;JFKMCO;122009
2009;7;JFKSFO;184657
2009;7;JFKSJU;99834
2009;7;LASLAX;159601
2009;7;LASORD;110645
2009;7;LASPHX;119149
2009;7;LASSEA;96109
2009;7;LASSFO;157796
2009;7;LAXMIA;77444
2009;7;LAXORD;192585
2009;7;LAXPHX;112662
2009;7;LAXSEA;140949
2009;7;LAXSFO;261238
2009;7;LAXSJC;63850
2009;7;LGAMIA;99791
2009;7;LGAORD;199271
2009;7;MCOPHL;132620
2009;7;MSPORD;159896
2009;7;MSPPHX;83386
2009;7;ORDPHL;132484
2009;7;ORDPHX;105773
2009;7;ORDSEA;118293
2009;7;ORDSFO;157691
2009;7;PHXSAN;117820
2009;7;PHXSEA;98615
2009;7;PHXSLC;92919
2009;7;SANSFO;135763
2009;7;SEASFO;137734
2009;8;ANCSEA;151991
2009;8;ATLBOS;141636
2009;8;ATLBWI;129243
